Date,Open,High,Low,Close,Adj Close,Volume
2022-05-06,108.699997,111.180000,107.239998,109.769997,109.769997,294278
2022-05-09,110.430000,110.489998,102.129997,103.089996,103.089996,368183
2022-05-10,102.650002,104.160004,98.860001,99.760002,99.760002,389750
2022-05-11,99.000000,106.440002,98.199997,105.709999,105.709999,382701
2022-05-12,105.629997,107.370003,102.660004,106.129997,106.129997,323547
2022-05-13,106.650002,110.639999,106.290001,110.489998,110.489998,240989
2022-05-16,110.980003,114.900002,108.110001,114.199997,114.199997,289127
2022-05-17,113.870003,115.559998,111.750000,112.400002,112.400002,252630
2022-05-18,113.660004,115.419998,108.459999,109.589996,109.589996,103669
2022-05-19,109.089996,112.620003,105.129997,112.209999,112.209999,68511
2022-05-20,111.449997,114.040001,110.849998,113.230003,113.230003,229930
2022-05-23,110.559998,111.959999,109.150002,110.290001,110.290001,215623
2022-05-24,110.410004,111.430000,108.610001,109.769997,109.769997,224794
2022-05-25,110.389999,111.680000,109.230003,110.330002,110.330002,191370
2022-05-26,110.690002,114.830002,110.269997,114.089996,114.089996,234752
2022-05-27,114.199997,115.300003,112.849998,115.070000,115.070000,217281
2022-05-31,114.959999,119.980003,114.150002,114.669998,114.669998,440796
2022-06-01,115.400002,117.870003,114.580002,115.260002,115.260002,290530
2022-06-02,114.800003,117.769997,111.199997,116.870003,116.870003,327600
2022-06-03,117.550003,120.459999,115.230003,118.870003,118.870003,240831
2022-06-06,120.820000,120.989998,117.629997,118.500000,118.500000,246825
2022-06-07,119.099998,120.360001,117.139999,119.410004,119.410004,341694
2022-06-08,119.790001,123.180000,119.300003,122.110001,122.110001,340591
2022-06-09,122.430000,122.720001,120.790001,121.510002,121.510002,293295
2022-06-10,121.459999,122.750000,118.330002,120.669998,120.669998,352906
2022-06-13,120.190002,122.250000,117.470001,120.930000,120.930000,372403
2022-06-14,121.089996,123.680000,116.620003,118.930000,118.930000,366320
2022-06-15,119.070000,119.610001,114.599998,115.309998,115.309998,301750
2022-06-16,115.980003,118.080002,112.309998,117.589996,117.589996,162543
2022-06-17,117.080002,118.970001,108.250000,109.559998,109.559998,103149
2022-06-21,110.580002,112.470001,108.720001,110.650002,110.650002,427262
2022-06-22,109.540001,109.760002,101.529999,106.190002,106.190002,432724
2022-06-23,104.419998,107.050003,102.320000,104.269997,104.269997,346362
2022-06-24,103.989998,108.580002,103.639999,107.620003,107.620003,321591
2022-06-27,107.220001,110.540001,105.599998,109.570000,109.570000,282914
2022-06-28,110.180000,112.220001,109.620003,111.760002,111.760002,306748
2022-06-29,111.860001,114.050003,109.220001,109.779999,109.779999,322060
2022-06-30,109.699997,110.449997,105.099998,105.760002,105.760002,362890
2022-07-01,106.010002,109.339996,104.559998,108.430000,108.430000,305338
2022-07-05,108.800003,111.449997,97.430000,99.500000,99.500000,594215
2022-07-06,100.360001,102.139999,95.099998,98.529999,98.529999,444106
2022-07-07,98.220001,104.480003,96.570000,102.730003,102.730003,379861
2022-07-08,102.220001,105.239998,101.510002,104.790001,104.790001,327461
2022-07-11,104.790001,105.050003,100.889999,104.089996,104.089996,348566
2022-07-12,103.459999,103.489998,95.349998,95.839996,95.839996,398552
2022-07-13,95.889999,97.959999,93.669998,96.300003,96.300003,347193
2022-07-14,96.570000,97.000000,90.559998,95.779999,95.779999,387528
2022-07-15,96.389999,99.029999,94.570000,97.589996,97.589996,240766
2022-07-18,97.269997,102.800003,95.849998,102.599998,102.599998,84669
2022-07-19,102.000000,104.459999,99.849998,104.220001,104.220001,63149
2022-07-20,103.599998,104.389999,101.510002,102.260002,102.260002,315620
2022-07-21,99.910004,99.989998,94.589996,96.349998,96.349998,318911
2022-07-22,96.510002,97.949997,94.230003,94.699997,94.699997,307568
2022-07-25,95.099998,96.940002,93.010002,96.699997,96.699997,278998
2022-07-26,96.330002,99.000000,94.760002,94.980003,94.980003,310043
2022-07-27,95.599998,98.589996,94.300003,97.260002,97.260002,321903
2022-07-28,98.169998,99.839996,96.040001,96.419998,96.419998,318403
2022-07-29,97.300003,101.879997,96.410004,98.620003,98.620003,349374
2022-08-01,98.459999,98.650002,92.419998,93.889999,93.889999,365293
2022-08-02,93.750000,96.470001,92.589996,94.419998,94.419998,328538
2022-08-03,93.830002,96.570000,90.379997,90.660004,90.660004,395099
2022-08-04,90.949997,91.900002,87.550003,88.540001,88.540001,334931
2022-08-05,88.059998,90.760002,87.010002,89.010002,89.010002,350016
2022-08-08,88.459999,90.889999,87.220001,90.760002,90.760002,340157
2022-08-09,90.690002,92.650002,89.050003,90.500000,90.500000,347045
2022-08-10,90.510002,92.430000,87.660004,91.930000,91.930000,383766
2022-08-11,91.550003,95.050003,91.239998,94.339996,94.339996,341234
2022-08-12,94.089996,94.809998,91.160004,92.089996,92.089996,264953
2022-08-15,91.940002,92.099998,86.820000,89.410004,89.410004,275443
2022-08-16,87.930000,90.650002,85.730003,86.529999,86.529999,305366
2022-08-17,87.099998,89.160004,85.879997,88.110001,88.110001,230346
2022-08-18,87.389999,91.459999,87.320000,90.500000,90.500000,80029
2022-08-19,90.389999,92.089996,88.379997,90.769997,90.769997,58714
2022-08-22,89.650002,91.260002,86.599998,90.230003,90.230003,352665
2022-08-23,90.550003,94.220001,90.419998,93.739998,93.739998,285607
2022-08-24,93.779999,95.400002,92.790001,94.889999,94.889999,320388
2022-08-25,95.349998,95.760002,92.290001,92.519997,92.519997,279877
2022-08-26,93.059998,94.019997,91.080002,93.059998,93.059998,288392
2022-08-29,92.959999,97.370003,92.290001,97.010002,97.010002,283463
2022-08-30,96.900002,97.660004,90.540001,91.639999,91.639999,386272
2022-08-31,92.309998,92.730003,88.269997,89.550003,89.550003,344147
2022-09-01,88.830002,89.629997,85.980003,86.610001,86.610001,305106
2022-09-02,86.559998,89.660004,86.349998,86.870003,86.870003,277533
2022-09-06,86.839996,90.389999,86.180000,86.879997,86.879997,420255
2022-09-07,86.930000,87.760002,81.500000,81.940002,81.940002,380781
2022-09-08,81.910004,84.250000,81.199997,83.540001,83.540001,342763
2022-09-09,82.800003,87.199997,82.709999,86.790001,86.790001,305188
2022-09-12,86.250000,89.099998,85.160004,87.779999,87.779999,275104
2022-09-13,88.089996,89.309998,85.059998,87.309998,87.309998,347998
2022-09-14,87.940002,90.190002,86.180000,88.480003,88.480003,335381
2022-09-15,88.910004,89.150002,84.529999,85.099998,85.099998,235358
2022-09-16,85.160004,86.589996,84.269997,85.110001,85.110001,87829
2022-09-19,85.209999,86.220001,82.099998,85.730003,85.730003,59626
2022-09-20,85.610001,86.449997,83.519997,84.449997,84.449997,279813
2022-09-21,84.250000,86.680000,82.489998,82.940002,82.940002,339683
2022-09-22,83.070000,86.000000,82.400002,83.489998,83.489998,303492
2022-09-23,83.540001,83.919998,78.040001,78.739998,78.739998,334271
2022-09-26,79.230003,80.309998,76.250000,76.709999,76.709999,280927
2022-09-27,76.470001,79.510002,76.419998,78.500000,78.500000,283614
2022-09-28,78.080002,82.339996,76.550003,82.150002,82.150002,324678
2022-09-29,81.900002,82.940002,80.339996,81.230003,81.230003,286126
2022-09-30,81.739998,82.559998,79.139999,79.489998,79.489998,253154
2022-10-03,81.019997,84.559998,80.870003,83.629997,83.629997,287168
2022-10-04,83.220001,86.980003,83.220001,86.519997,86.519997,302549
2022-10-05,86.370003,88.419998,85.419998,87.760002,87.760002,329790
2022-10-06,88.080002,89.070000,87.040001,88.449997,88.449997,235296
2022-10-07,88.930000,93.309998,88.000000,92.639999,92.639999,429162
2022-10-10,93.480003,93.639999,90.540001,91.129997,91.129997,289508
2022-10-11,91.139999,91.349998,87.910004,89.349998,89.349998,333158
2022-10-12,88.669998,90.070000,86.279999,87.269997,87.269997,332271
2022-10-13,87.080002,89.660004,85.559998,89.110001,89.110001,298032
2022-10-14,89.269997,89.730003,85.199997,85.610001,85.610001,237026
2022-10-17,85.589996,87.120003,84.610001,85.459999,85.459999,172020
2022-10-18,85.699997,86.510002,82.089996,82.820000,82.820000,97304
2022-10-19,83.690002,86.199997,82.589996,85.550003,85.550003,71309
2022-10-20,85.940002,88.169998,85.220001,85.980003,85.980003,338344
2022-10-21,85.070000,85.900002,83.150002,85.050003,85.050003,272803
2022-10-24,85.239998,85.919998,82.629997,84.580002,84.580002,250726
2022-10-25,84.879997,86.029999,83.059998,85.320000,85.320000,240441
2022-10-26,85.070000,88.410004,84.139999,87.910004,87.910004,287182
2022-10-27,88.260002,89.790001,87.330002,89.080002,89.080002,292556
2022-10-28,88.669998,88.760002,87.080002,87.900002,87.900002,263404
2022-10-31,88.389999,88.650002,85.300003,86.529999,86.529999,285342
2022-11-01,86.430000,89.449997,85.919998,88.370003,88.370003,274321
2022-11-02,88.620003,90.360001,87.720001,90.000000,90.000000,280961
2022-11-03,89.349998,89.669998,87.599998,88.169998,88.169998,239816
2022-11-04,87.900002,92.870003,87.820000,92.610001,92.610001,354060
2022-11-07,91.000000,93.739998,90.400002,91.790001,91.790001,322419
2022-11-08,91.870003,92.169998,88.519997,88.910004,88.910004,344223
2022-11-09,88.570000,89.239998,85.500000,85.830002,85.830002,388301
2022-11-10,85.849998,87.349998,84.699997,86.470001,86.470001,340007
2022-11-11,86.269997,90.099998,86.180000,88.959999,88.959999,301664
2022-11-14,89.019997,89.839996,85.150002,85.870003,85.870003,315450
2022-11-15,85.250000,88.680000,84.059998,86.919998,86.919998,331709
2022-11-16,86.889999,87.510002,84.199997,85.589996,85.589996,225668
2022-11-17,85.220001,85.449997,81.400002,81.639999,81.639999,138476
2022-11-18,82.089996,82.639999,77.239998,80.080002,80.080002,96583
2022-11-21,80.300003,80.300003,75.080002,79.730003,79.730003,475104
2022-11-22,80.220001,82.360001,79.849998,80.949997,80.949997,269615
2022-11-23,81.080002,81.949997,76.830002,77.940002,77.940002,379145
2022-11-25,77.510002,79.900002,76.220001,76.279999,76.279999,266451
2022-11-28,75.930000,77.839996,73.599998,77.239998,77.239998,405033
2022-11-29,76.540001,79.650002,76.290001,78.199997,78.199997,381869
2022-11-30,79.000000,81.379997,78.400002,80.550003,80.550003,287534
2022-12-01,80.400002,83.339996,79.930000,81.220001,81.220001,321432
2022-12-02,81.470001,82.220001,79.650002,79.980003,79.980003,280235
2022-12-05,79.989998,82.720001,76.769997,76.930000,76.930000,346657
2022-12-06,77.349998,77.879997,73.410004,74.250000,74.250000,380598
2022-12-07,74.550003,75.379997,71.750000,72.010002,72.010002,392236
2022-12-08,72.379997,75.440002,71.120003,71.459999,71.459999,474459
2022-12-09,71.849998,72.919998,70.080002,71.019997,71.019997,356722
2022-12-12,71.790001,73.989998,70.250000,73.169998,73.169998,323553
2022-12-13,73.290001,76.370003,73.209999,75.389999,75.389999,352858
2022-12-14,75.269997,77.750000,74.900002,77.279999,77.279999,292488
2022-12-15,77.370003,77.769997,75.330002,76.110001,76.110001,224663
2022-12-16,76.370003,76.570000,73.330002,74.290001,74.290001,99205
2022-12-19,74.500000,76.410004,73.809998,75.190002,75.190002,69348
2022-12-20,75.699997,76.750000,74.309998,76.089996,76.089996,254792
2022-12-21,75.989998,78.610001,75.800003,78.290001,78.290001,234624
2022-12-22,78.430000,79.900002,77.029999,77.489998,77.489998,219142
2022-12-23,78.180000,80.330002,77.980003,79.559998,79.559998,237711
2022-12-27,79.900002,81.180000,79.160004,79.529999,79.529999,199601
2022-12-28,79.889999,79.919998,77.300003,78.959999,78.959999,207717
2022-12-29,78.820000,78.820000,76.790001,78.400002,78.400002,199858
2022-12-30,78.730003,80.669998,77.709999,80.260002,80.260002,205909
2023-01-03,80.570000,81.500000,76.599998,76.930000,76.930000,338520
2023-01-04,77.250000,77.419998,72.730003,72.839996,72.839996,352434
2023-01-05,73.250000,74.919998,72.459999,73.669998,73.669998,300731
2023-01-06,73.970001,75.470001,73.239998,73.769997,73.769997,258128
2023-01-09,73.470001,76.739998,73.470001,74.629997,74.629997,329290
2023-01-10,74.860001,75.919998,73.839996,75.120003,75.120003,307430
2023-01-11,74.779999,77.839996,74.309998,77.410004,77.410004,350891
2023-01-12,77.699997,79.160004,77.099998,78.389999,78.389999,307705
2023-01-13,78.320000,80.110001,77.970001,79.860001,79.860001,283539
2023-01-17,80.099998,81.230003,78.529999,80.180000,80.180000,312275
2023-01-18,80.970001,82.379997,78.940002,79.480003,79.480003,92549
2023-01-19,79.139999,81.180000,78.129997,80.330002,80.330002,58863
2023-01-20,80.599998,81.639999,79.690002,81.309998,81.309998,300145
2023-01-23,81.790001,82.639999,81.050003,81.620003,81.620003,297076
2023-01-24,81.620003,82.220001,79.660004,80.129997,80.129997,288207
2023-01-25,80.260002,81.230003,79.449997,80.150002,80.150002,297234
2023-01-26,80.480003,82.139999,79.919998,81.010002,81.010002,291060
2023-01-27,81.220001,82.480003,79.040001,79.680000,79.680000,367588
2023-01-30,80.040001,80.489998,77.660004,77.900002,77.900002,327426
2023-01-31,77.910004,79.250000,76.550003,78.870003,78.870003,312734
2023-02-01,79.059998,79.730003,76.050003,76.410004,76.410004,360859
2023-02-02,76.790001,77.239998,74.970001,75.879997,75.879997,339755
2023-02-03,75.919998,78.000000,73.099998,73.389999,73.389999,413414
2023-02-06,73.230003,74.510002,72.250000,74.110001,74.110001,380028
2023-02-07,74.570000,77.599998,74.349998,77.139999,77.139999,408279
2023-02-08,77.489998,78.570000,77.080002,78.470001,78.470001,353468
2023-02-09,78.449997,78.839996,76.519997,78.059998,78.059998,324156
2023-02-10,77.680000,80.330002,77.470001,79.720001,79.720001,356062
2023-02-13,79.940002,80.620003,78.449997,80.139999,80.139999,301299
2023-02-14,79.059998,79.610001,77.459999,79.059998,79.059998,299938
2023-02-15,78.830002,79.150002,77.250000,78.589996,78.589996,264486
2023-02-16,78.540001,79.540001,77.919998,78.489998,78.489998,117600
2023-02-17,78.070000,78.250000,75.059998,76.339996,76.339996,93267
2023-02-21,76.529999,77.510002,75.690002,76.160004,76.160004,402351
2023-02-22,76.110001,76.550003,73.800003,73.949997,73.949997,332018
2023-02-23,73.919998,75.989998,73.830002,75.389999,75.389999,333838
2023-02-24,75.599998,76.629997,74.089996,76.320000,76.320000,329254
2023-02-27,76.419998,76.820000,74.989998,75.680000,75.680000,266091
2023-02-28,75.760002,77.830002,75.550003,77.050003,77.050003,300093
2023-03-01,76.849998,77.849998,76.120003,77.690002,77.690002,342121
2023-03-02,77.739998,78.589996,77.230003,78.160004,78.160004,260331
2023-03-03,77.889999,79.900002,75.830002,79.680000,79.680000,374201
2023-03-06,79.919998,80.629997,78.320000,80.459999,80.459999,292351
2023-03-07,80.500000,80.940002,77.059998,77.580002,77.580002,398241
2023-03-08,77.320000,77.730003,76.110001,76.660004,76.660004,335930
2023-03-09,76.500000,78.059998,75.430000,75.720001,75.720001,349960
2023-03-10,75.650002,77.110001,74.769997,76.680000,76.680000,371834
2023-03-13,76.599998,77.470001,72.300003,74.800003,74.800003,457423
2023-03-14,74.699997,74.900002,70.779999,71.330002,71.330002,432858
2023-03-15,71.559998,72.559998,65.650002,67.610001,67.610001,555164
2023-03-16,68.220001,69.379997,65.709999,68.349998,68.349998,327120
2023-03-17,68.260002,69.639999,65.169998,66.739998,66.739998,152255
2023-03-20,66.620003,67.699997,64.120003,67.639999,67.639999,76873
2023-03-21,67.620003,69.599998,66.769997,69.330002,69.330002,409495
2023-03-22,69.480003,71.309998,68.889999,70.900002,70.900002,337639
2023-03-23,69.949997,71.669998,69.139999,69.959999,69.959999,335241
2023-03-24,69.510002,70.379997,66.820000,69.260002,69.260002,380852
2023-03-27,69.419998,73.099998,69.129997,72.809998,72.809998,353598
2023-03-28,72.860001,73.930000,72.190002,73.199997,73.199997,328472
2023-03-29,73.610001,74.370003,72.760002,72.970001,72.970001,312669
2023-03-30,72.980003,74.629997,72.610001,74.370003,74.370003,269743
2023-03-31,74.370003,75.720001,73.769997,75.669998,75.669998,304361
2023-04-03,80.099998,81.690002,79.000000,80.419998,80.419998,547126
2023-04-04,80.440002,81.809998,79.610001,80.709999,80.709999,343570
2023-04-05,81.010002,81.239998,79.720001,80.610001,80.610001,254974
2023-04-06,80.370003,80.959999,79.650002,80.699997,80.699997,0
2023-04-10,80.500000,81.220001,79.610001,79.739998,79.739998,264906
2023-04-11,79.879997,81.589996,79.370003,81.529999,81.529999,309683
2023-04-12,81.440002,83.529999,81.279999,83.260002,83.260002,356133
2023-04-13,83.220001,83.440002,82.110001,82.160004,82.160004,261230
2023-04-14,82.400002,83.120003,81.760002,82.519997,82.519997,275129
2023-04-17,82.480003,82.709999,80.470001,80.830002,80.830002,217048
2023-04-18,81.000000,81.480003,79.870003,80.860001,80.860001,96290
2023-04-19,80.919998,81.180000,78.459999,79.160004,79.160004,78310
2023-04-20,78.870003,78.889999,76.970001,77.290001,77.290001,361413
2023-04-21,77.129997,78.389999,76.720001,77.870003,77.870003,291114
2023-04-24,77.970001,79.180000,76.720001,78.760002,78.760002,306720
2023-04-25,78.739998,79.070000,76.500000,77.070000,77.070000,361646
2023-04-26,77.080002,77.930000,74.050003,74.300003,74.300003,497778
2023-04-27,74.379997,75.279999,74.029999,74.760002,74.760002,345880
2023-04-28,74.910004,76.919998,73.930000,76.779999,76.779999,328399
2023-05-01,76.660004,76.690002,74.529999,75.660004,75.660004,215017
2023-05-02,75.760002,76.110001,71.419998,71.660004,71.660004,417820
2023-05-03,71.559998,71.790001,67.949997,68.599998,68.599998,490523
2023-05-04,68.160004,69.839996,63.639999,68.559998,68.559998,412495
2023-05-05,68.699997,71.809998,68.480003,71.339996,71.339996,330585
2023-05-08,71.349998,73.690002,71.040001,73.160004,73.160004,290076
2023-05-09,72.839996,73.779999,71.339996,73.709999,73.709999,317493
2023-05-10,73.580002,73.889999,71.800003,72.559998,72.559998,351506
2023-05-11,72.769997,73.500000,70.629997,70.870003,70.870003,365892
2023-05-12,71.419998,71.779999,69.930000,70.040001,70.040001,275435
2023-05-15,70.040001,71.690002,69.410004,71.110001,71.110001,259013
2023-05-16,71.320000,71.790001,70.449997,70.860001,70.860001,232328
2023-05-17,70.599998,73.260002,70.040001,72.830002,72.830002,273708
2023-05-18,72.750000,72.870003,71.419998,71.860001,71.860001,80864
2023-05-19,71.940002,73.400002,71.029999,71.550003,71.550003,69949
2023-05-22,71.699997,72.360001,70.550003,71.989998,71.989998,263977
2023-05-23,72.099998,73.790001,71.709999,72.910004,72.910004,317586
2023-05-24,73.769997,74.730003,73.129997,74.339996,74.339996,386611
2023-05-25,74.209999,74.370003,70.980003,71.830002,71.830002,422637
2023-05-26,71.889999,73.050003,71.489998,72.669998,72.669998,261498
2023-05-30,73.230003,73.550003,69.019997,69.459999,69.459999,440862
2023-05-31,69.620003,69.690002,67.029999,68.089996,68.089996,444787
2023-06-01,67.599998,71.070000,67.510002,70.099998,70.099998,395393
2023-06-02,70.209999,72.169998,70.000000,71.739998,71.739998,322596
2023-06-05,75.029999,75.059998,71.730003,72.150002,72.150002,383943
2023-06-06,71.989998,72.330002,70.129997,71.739998,71.739998,314962
2023-06-07,71.559998,73.190002,71.010002,72.529999,72.529999,299127
2023-06-08,72.470001,73.279999,69.029999,71.290001,71.290001,485396
2023-06-09,70.940002,71.769997,70.099998,70.169998,70.169998,300724
2023-06-12,70.269997,70.330002,66.800003,67.120003,67.120003,404769
2023-06-13,67.309998,69.830002,67.150002,69.419998,69.419998,366354
2023-06-14,69.349998,70.489998,68.070000,68.269997,68.269997,304449
2023-06-15,68.699997,70.959999,67.970001,70.620003,70.620003,115613
2023-06-16,70.550003,71.889999,69.949997,71.779999,71.779999,99185
2023-06-20,71.449997,72.089996,69.650002,70.500000,70.500000,430492
2023-06-21,70.900002,72.720001,70.800003,72.529999,72.529999,264656
2023-06-22,72.430000,72.650002,68.930000,69.510002,69.510002,421348
2023-06-23,69.529999,69.650002,67.349998,69.160004,69.160004,322475
2023-06-26,69.839996,70.110001,68.709999,69.370003,69.370003,280116
2023-06-27,69.489998,70.150002,67.500000,67.699997,67.699997,384752
2023-06-28,68.010002,69.730003,67.050003,69.559998,69.559998,368295
2023-06-29,69.250000,70.599998,68.930000,69.860001,69.860001,292865
2023-06-30,69.820000,71.040001,69.529999,70.639999,70.639999,299873
2023-07-03,70.449997,71.769997,69.690002,69.790001,69.790001,303479
2023-07-05,70.150002,72.169998,69.900002,71.790001,71.790001,456809
2023-07-06,71.800003,72.339996,70.220001,71.800003,71.800003,395381
2023-07-07,71.889999,73.919998,71.190002,73.860001,73.860001,362632
2023-07-10,73.860001,74.150002,72.669998,72.989998,72.989998,301014
2023-07-11,73.190002,74.959999,72.980003,74.830002,74.830002,326883
2023-07-12,74.830002,76.150002,74.669998,75.750000,75.750000,352887
2023-07-13,75.849998,77.330002,75.320000,76.889999,76.889999,379728
2023-07-14,77.160004,77.300003,75.110001,75.419998,75.419998,299576
2023-07-17,75.019997,76.089996,73.839996,74.150002,74.150002,244785
2023-07-18,74.180000,75.959999,73.879997,75.750000,75.750000,125092
2023-07-19,75.839996,76.970001,75.070000,75.349998,75.349998,92920
2023-07-20,75.349998,76.150002,74.720001,75.629997,75.629997,340962
2023-07-21,75.699997,77.290001,75.690002,77.070000,77.070000,308106
2023-07-24,77.010002,79.279999,76.440002,78.739998,78.739998,368285
2023-07-25,78.849998,79.900002,78.290001,79.629997,79.629997,349600
2023-07-26,79.339996,79.769997,78.550003,78.779999,78.779999,322031
2023-07-27,78.900002,80.599998,78.870003,80.089996,80.089996,374358
2023-07-28,79.839996,80.709999,79.070000,80.580002,80.580002,299547
2023-07-31,80.650002,82.000000,80.129997,81.800003,81.800003,297270
2023-08-01,81.730003,82.220001,80.589996,81.370003,81.370003,307859
2023-08-02,82.050003,82.430000,79.050003,79.489998,79.489998,414825
2023-08-03,79.769997,81.860001,78.690002,81.550003,81.550003,402641
2023-08-04,81.730003,83.239998,81.510002,82.820000,82.820000,320873
2023-08-07,82.820000,83.300003,81.519997,81.940002,81.940002,293036
2023-08-08,82.529999,83.080002,79.900002,82.919998,82.919998,424545
2023-08-09,82.879997,84.650002,82.669998,84.400002,84.400002,478140
2023-08-10,84.250000,84.889999,82.580002,82.820000,82.820000,362188
2023-08-11,82.830002,83.809998,82.230003,83.190002,83.190002,331254
2023-08-14,83.089996,83.199997,81.760002,82.510002,82.510002,277352
2023-08-15,82.519997,82.910004,80.400002,80.989998,80.989998,303207
2023-08-16,81.230003,81.430000,79.050003,79.379997,79.379997,325403
2023-08-17,79.250000,81.080002,78.949997,80.389999,80.389999,235581
2023-08-18,80.040001,81.610001,79.589996,81.250000,81.250000,128090
2023-08-21,81.430000,82.470001,80.610001,80.720001,80.720001,115874
2023-08-22,80.800003,80.989998,80.099998,80.349998,80.349998,287489
2023-08-23,79.639999,79.910004,77.620003,78.889999,78.889999,378146
